88167578;0
88168079;0
88168581;0
88169082;0
88169584;0
88170085;0
88170586;0
88171088;0
88171589;0
88172090;0
88172592;0
88173093;0
88173594;0
88174096;0
88174597;0
88175098;0
88175600;0
88176101;0
88176602;0
88177104;0
88177605;0
88178106;0
88178608;0
88179109;0
88179610;0
88180112;0
88180613;0
88181115;0
88181616;0
88182117;1
88182619;1
88183120;1
88183621;1
88184123;1
88184624;1
88185126;1
88185627;1
88186128;1
88186630;1
88187131;1
88187632;1
88188134;1
88188635;1
88189137;1
88189638;1
88190139;1
88190641;1
88191142;1
88191644;1
88192145;1
88192646;1
88193148;1
88193649;1
88194150;1
88194652;1
88195153;1
88195655;1
88196156;1
88196657;1
88197159;1
88197660;1
88198162;1
88198663;1
88199164;1
88199666;1
88200167;1
88200668;1
88201170;1
88201671;1
88202173;0
88202674;0
88203175;0
88203677;0
88204178;0
88204679;0
88205181;1
88205682;1
88206183;1
88206685;1
88207186;1
88207688;1
88208189;1
88208690;1
88209192;1
88209693;1
88210195;1
88210696;1
88211197;1
88211699;1
88212200;1
88212701;1
88213203;1
88213704;1
88214206;1
88214707;1
88215208;1
88215710;1
88216211;0
88216712;0
88217214;0
88217715;0
88218217;0
88218718;0
88219219;0
88219721;1
88220222;1
88220723;1
88221225;1
88221726;1
88222227;1
88222729;1
88223230;1
88223732;1
88224233;1
88224734;1
88225236;1
88225737;1
88226239;1
88226740;1
88227241;1
88227743;1
88228244;1
88228745;1
88229247;1
88229748;1
88230250;1
88230751;1
88231252;1
88231754;1
88232255;1
88232757;1
88233258;1
88233759;1
88234261;1
88234762;1
88235263;1
88235765;1
88236266;1
88236768;1
88237269;1
88237770;1
88238272;1
88238773;1
88239274;1
88239776;0
88240277;0
88240779;0
88241280;0
88241781;0
88242283;0
88242784;0
88243285;0
88243787;0
88244288;0
88244789;0
88245291;0
88245792;0
88246293;0
88246795;0
88247296;0
88247797;0
88248299;0
88248800;0
88249302;0
88249803;0
88250304;0
88250806;0
88251307;0
88251808;0
88252310;0
88252811;0
88253312;0
88253814;0
88254315;0
88254816;0
88255318;0
88255819;0
88256320;0
88256822;1
88257323;1
88257825;1
88258326;1
88258827;1
88259329;1
88259830;1
88260331;1
88260833;1
88261334;1
88261836;1
88262337;1
88262838;1
88263340;1
88263841;1
88264343;1
88264844;1
88265345;1
88265847;1
88266348;1
88266849;1
88267351;1
88267852;1
88268354;1
88268855;1
88269356;1
88269858;1
88270359;1
88270860;1
88271362;1
88271863;1
88272365;1
88272866;1
88273367;1
88273869;1
88274370;1
88274872;1
88275373;1
88275874;1
88276376;1
88276877;1
88277378;0
88277880;0
88278381;0
88278883;0
88279384;0
88279885;0
88280387;0
88280888;0
88281389;0
88281891;0
88282392;0
88282893;0
88283395;0
88283896;1
88284397;1
88284899;1
88285400;1
88285902;1
88286403;1
88286904;1
88287406;1
88287907;1
88288408;1
88288910;0
88289411;0
88289913;0
88290414;0
88290915;0
88291417;0
88291918;0
88292419;0
88292921;0
88293422;0
88293923;1
88294425;1
88294926;1
88295427;1
88295929;1
88296430;1
88296932;1
88297433;1
88297934;1
88298436;1
88298937;1
88299439;1
88299940;1
88300441;1
88300943;1
88301444;1
88301945;1
88302447;1
88302948;1
88303450;1
88303951;1
88304452;1
88304954;1
88305455;1
88305957;1
88306458;1
88306959;1
88307461;1
88307962;1
88308463;1
88308965;1
88309466;1
88309968;1
88310469;1
88310970;1
88311472;1
88311973;1
88312475;1
88312976;1
88313477;1
88313979;1
88314480;0
88314981;0
88315483;0
88315984;0
88316485;0
88316987;0
88317488;0
88317990;0
88318491;0
88318992;0
88319494;0
88319995;0
88320496;0
88320998;0
88321499;0
88322000;0
88322502;0
88323003;0
88323504;0
88324006;0
88324507;1
88325008;0
88325510;0
88326011;0
88326512;0
88327014;0
88327515;0
88328017;0
88328518;0
88329019;0
88329521;0
88330022;0
88330523;0
88331025;1
88331526;1
88332027;1
88332529;1
88333030;1
88333532;1
88334033;1
88334534;1
88335036;1
88335537;1
88336038;1
88336540;1
88337041;1
88337543;1
88338044;1
88338545;1
88339047;1
88339548;1
88340050;1
88340551;1
88341052;1
88341554;1
88342055;1
88342556;1
88343058;1
88343559;1
88344061;1
88344562;1
88345063;1
88345565;1
88346066;1
88346567;1
88347069;1
88347570;1
88348072;1
88348573;1
88349074;1
88349576;1
88350077;1
88350579;1
88351080;0
88351581;0
88352083;0
88352584;0
88353085;0
88353587;0
88354088;1
88354589;1
88355091;1
88355592;1
88356094;1
88356595;1
88357096;1
88357598;1
88358099;1
88358600;1
88359102;1
88359603;1
88360105;1
88360606;1
88361107;1
88361609;1
88362110;1
88362612;1
88363113;1
88363614;1
88364116;1
88364617;1
88365118;1
88365620;0
88366121;0
88366623;0
88367124;0
88367625;0
88368127;0
88368628;1
88369129;1
88369631;1
88370132;1
88370633;1
88371135;1
88371636;1
88372138;1
88372639;1
88373140;1
88373642;1
88374143;1
88374645;1
88375146;1
88375647;1
88376149;1
88376650;1
88377151;1
88377653;1
88378154;1
88378656;1
88379157;1
88379658;1
88380160;1
88380661;1
88381163;1
88381664;1
88382165;1
88382667;1
88383168;1
88383669;1
88384171;1
88384672;1
88385174;1
88385675;1
88386176;1
88386678;1
88387179;1
88387681;1
88388182;1
88388683;1
88389185;0
88389686;0
88390187;0
88390689;0
88391190;0
88391691;0
88392193;0
88392694;0
88393195;0
88393697;0
88394198;0
88394700;0
88395201;0
88395702;0
88396204;0
88396705;0
88397206;0
88397708;0
88398209;0
88398710;0
88399212;0
88399713;0
88400214;0
88400716;0
88401217;0
88401718;0
88402220;0
88402721;0
88403222;0
88403724;0
88404225;0
88404727;0
88405228;0
88405729;1
88406231;1
88406732;1
88407233;1
88407735;1
88408236;1
88408737;1
88409239;1
88409740;1
88410242;1
88410743;1
88411244;1
88411746;1
88412247;1
88412749;1
88413250;1
88413751;1
88414253;1
88414754;1
88415255;1
88415757;1
88416258;1
88416760;1
88417261;1
88417762;1
88418264;1
88418765;1
88419267;1
88419768;1
88420269;1
88420771;1
88421272;1
88421773;1
88422275;1
88422776;1
88423278;1
88423779;1
88424280;1
88424782;1
88425283;1
88425785;1
88426286;1
88426787;1
88427289;0
88427790;0
88428291;0
88428793;0
88429294;0
88429795;0
88430297;0
88430798;0
88431299;0
88431801;0
88432302;0
88432804;0
88433305;0
88433806;1
88434308;1
88434809;1
88435310;1
88435812;1
88436313;1
88436815;1
88437316;1
88437817;1
88438319;0
88438820;0
88439321;0
88439823;0
88440324;0
88440825;0
88441327;0
88441828;0
88442329;0
88442831;0
88443332;1
88443834;1
88444335;1
88444836;1
88445338;1
88445839;1
88446340;1
88446842;1
88447343;1
88447845;1
88448346;1
88448847;1
88449349;1
88449850;1
88450352;1
88450853;1
88451354;1
88451856;1
88452357;1
88452858;1
88453360;1
88453861;1
88454363;1
88454864;1
88455365;1
88455867;1
88456368;1
88456870;1
88457371;1
88457872;1
88458374;1
88458875;1
88459376;1
88459878;1
88460379;1
88460881;1
88461382;1
88461883;1
88462385;1
88462886;1
88463388;1
88463889;1
88464390;0
88464892;0
88465393;0
88465894;0
88466396;0
88466897;0
88467398;0
88467900;0
88468401;0
88468902;0
88469404;0
88469905;0
88470406;0
88470908;0
88471409;0
88471911;0
88472412;0
88472913;0
88473415;0
88473916;0
88474417;0
88474919;0
88475420;0
88475921;0
88476423;0
88476924;0
88477425;0
88477927;0
88478428;0
88478929;0
88479431;0
88479932;0
88480433;0
88480935;0
88481436;0
88481938;1
88482439;1
88482940;1
88483442;1
88483943;1
88484444;1
88484946;1
88485447;1
88485949;1
88486450;1
88486951;1
88487453;1
88487954;1
88488455;1
88488957;1
88489458;1
88489960;1
88490461;1
88490962;1
88491464;1
88491965;1
88492467;1
88492968;1
88493469;1
88493971;1
88494472;1
88494973;1
88495475;1
88495976;1
88496478;1
88496979;1
88497480;1
88497982;1
88498483;1
88498985;1
88499486;1
88499987;1
88500489;1
88500990;1
88501491;1
88501993;0
88502494;0
88502996;0
88503497;0
88503998;0
88504500;1
88505001;1
88505502;1
88506004;1
88506505;1
88507006;1
88507508;1
88508009;1
88508511;1
88509012;1
88509513;1
88510015;1
88510516;1
88511018;1
88511519;1
88512020;1
88512522;1
88513023;1
88513524;1
88514026;1
88514527;1
88515029;1
88515530;1
88516031;1
88516533;0
88517034;0
88517535;0
88518037;0
88518538;0
88519040;0
88519541;1
88520042;1
88520544;1
88521045;1
88521546;1
88522048;1
88522549;1
88523051;1
88523552;1
88524053;1
88524555;1
88525056;1
88525557;1
88526059;1
88526560;1
88527062;1
88527563;1
88528064;1
88528566;1
88529067;1
88529569;1
88530070;1
88530571;1
88531073;1
88531574;1
88532075;1
88532577;1
88533078;1
88533580;1
88534081;1
88534582;1
88535084;1
88535585;1
88536086;1
88536588;1
88537089;1
88537591;1
88538092;1
88538593;1
88539095;1
88539596;0
88540098;0
88540599;0
88541100;0
88541602;0
88542103;0
88542604;0
88543106;0
88543607;0
88544108;0
88544610;0
88545111;0
88545612;0
88546114;0
88546615;0
88547116;0
88547618;0
88548119;0
88548620;0
88549122;0
88549623;0
88550125;0
88550626;0
88551127;0
88551629;0
88552130;0
88552631;0
88553133;0
88553634;0
88554135;0
88554637;0
88555138;0
88555639;0
88556141;0
88556642;0
88557143;1
88557645;1
88558146;1
88558648;1
88559149;1
88559650;1
88560152;1
88560653;1
88561154;1
88561656;1
88562157;1
88562659;1
88563160;1
88563661;1
88564163;1
88564664;1
88565166;1
88565667;1
88566168;1
88566670;1
88567171;1
88567672;1
88568174;1
88568675;1
88569177;1
88569678;1
88570179;1
88570681;1
88571182;1
88571684;1
88572185;1
88572686;1
88573188;1
88573689;1
88574190;1
88574692;1
88575193;1
88575695;1
88576196;1
88576697;1
88577199;1
88577700;0
88578202;0
88578703;0
88579204;0
88579706;0
88580207;0
88580708;0
88581210;0
88581711;0
88582212;0
88582714;0
88583215;0
88583716;0
88584218;0
88584719;1
88585220;1
88585722;1
88586223;1
88586725;1
88587226;1
88587727;1
88588229;1
88588730;1
88589231;1
